actor,role,title,award,score_1,score_2,num_reviews,polarity_mean,objectivity_mean,numeric_key,ordering,height,year,duration,avg_vote,votes,budget,worlwide_gross_income,metascore,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes,age_at_performance
Cary Grant,john robie,to catch a thief,0.0,84.0,96.0,11.0,0.18108465608465607,0.4794642857142857,30,1,186.0,1955,106,7.4,62910,2500000,0,0,7.4,62910,7.5,8.0,5113,7399,19512,19702,7434,2316,797,290,162,185,7.6,28.0,7.4,7941.0,7.3,24678.0,7.5,14795.0,7.4,38636.0,7.8,20.0,7.4,5623.0,7.3,19508.0,7.5,12145.0,7.5,9948.0,7.2,7.0,7.4,2197.0,7.4,4874.0,7.8,2438.0,7.4,564.0,7.6,15550.0,7.3,27842.0,51.0
Cary Grant,clemson reade,dream wife,0.0,0.0,0.0,0.0,0.0,0.0,30,1,186.0,1953,100,6.0,1699,1565000,0,0,6.0,1699,6.1,6.0,92,56,159,348,509,264,147,58,28,38,6.5,2.0,6.2,83.0,6.1,479.0,5.9,769.0,5.9,877.0,6.0,1.0,6.2,31.0,5.9,264.0,5.8,557.0,6.2,490.0,7.0,1.0,6.1,52.0,6.3,210.0,6.2,204.0,5.6,150.0,6.0,710.0,6.1,558.0,49.0
Cary Grant,dr barnaby fulton,monkey business,0.0,68.0,88.0,6.0,0.07737499999999999,0.44033333333333335,30,1,186.0,1952,97,7.0,12658,0,0,0,7.0,12658,7.0,7.0,862,995,2630,4350,2320,859,304,153,73,112,6.0,6.0,7.0,1110.0,6.9,4488.0,7.0,4274.0,6.9,7577.0,6.3,3.0,7.0,658.0,6.9,3237.0,7.0,3485.0,7.0,2470.0,6.0,3.0,7.1,439.0,7.0,1198.0,7.1,744.0,6.7,388.0,7.0,4068.0,6.9,5210.0,48.0
Cary Grant,george rose,room for one more,0.0,0.0,0.0,0.0,0.0,0.0,30,1,186.0,1952,98,7.2,1917,0,0,0,7.2,1917,7.4,7.0,275,194,428,536,284,92,51,18,16,23,0,0,7.4,76.0,7.1,394.0,7.2,986.0,7.0,920.0,0,0,7.0,33.0,6.9,224.0,7.1,635.0,7.4,581.0,0,0,7.7,43.0,7.3,166.0,7.5,339.0,6.4,136.0,7.2,1008.0,6.7,359.0,48.0
Cary Grant,dr noah praetorius,people will talk,0.0,79.0,100.0,1.0,0.3,0.95,30,1,186.0,1951,110,7.4,5610,0,0,0,7.4,5610,7.6,8.0,805,768,1464,1406,655,270,116,51,38,37,7.0,2.0,7.3,296.0,7.2,1435.0,7.6,2542.0,7.3,3018.0,7.0,1.0,7.3,153.0,7.1,916.0,7.5,1870.0,7.6,1336.0,7.0,1.0,7.4,140.0,7.4,506.0,7.9,638.0,6.7,255.0,7.5,2386.0,7.3,1655.0,47.0
Cary Grant,dr eugene norland ferguson,crisis,0.0,50.0,71.0,3.0,0.5750000000000001,0.6958333333333333,30,1,186.0,1950,95,6.7,1480,1616455,0,0,6.7,1480,6.7,7.0,77,72,246,478,376,132,43,27,6,23,0,0,6.5,40.0,6.7,330.0,6.7,766.0,6.7,917.0,0,0,6.5,22.0,6.7,243.0,6.7,630.0,6.6,234.0,0,0,6.7,18.0,6.3,84.0,6.8,128.0,6.4,141.0,6.7,565.0,6.6,523.0,46.0
Cary Grant,jim blandings,mr blandings builds his dream house,0.0,76.0,82.0,2.0,0.575,0.725,30,1,186.0,1948,94,7.3,10007,0,0,0,7.3,10007,7.5,7.0,1235,1119,2553,2837,1353,542,194,87,40,47,6.3,3.0,7.3,423.0,7.1,2692.0,7.5,4355.0,7.2,5497.0,6.0,2.0,7.3,246.0,7.0,1845.0,7.4,3244.0,7.5,2115.0,7.0,1.0,7.3,169.0,7.3,813.0,7.8,1063.0,7.0,301.0,7.5,4536.0,7.0,2597.0,44.0
Cary Grant,dudley,the bishops wife,0.0,81.0,84.0,8.0,0.19107142857142856,0.5083333333333333,30,1,186.0,1947,109,7.6,13635,0,0,72.0,7.6,13635,7.8,8.0,2408,1960,3679,3168,1418,521,184,123,61,113,7.4,5.0,7.3,860.0,7.3,3684.0,7.8,5720.0,7.5,7348.0,7.5,2.0,7.2,518.0,7.2,2499.0,7.7,4118.0,7.8,3122.0,7.3,3.0,7.6,328.0,7.5,1145.0,8.1,1526.0,7.1,340.0,7.7,5757.0,7.3,3835.0,43.0
Cary Grant,dick,the bachelor and the bobby-soxer,0.0,78.0,78.0,1.0,-0.375,0.525,30,1,186.0,1947,95,7.3,7599,0,0,0,7.3,7599,7.4,7.0,753,760,1848,2578,1084,375,105,47,20,29,7.0,3.0,7.2,460.0,7.2,2222.0,7.3,3118.0,7.2,3869.0,7.0,2.0,7.1,239.0,7.1,1329.0,7.2,2208.0,7.5,2031.0,7.0,1.0,7.5,219.0,7.4,867.0,7.5,872.0,6.8,278.0,7.4,3635.0,7.0,1851.0,43.0
Cary Grant,tr devlin,notorious,0.0,91.0,98.0,10.0,0.3983730158730159,0.7006746031746032,30,1,186.0,1946,102,7.9,90400,2000000,113061,100.0,7.9,90400,7.9,8.0,15896,17998,27491,17124,6075,2467,980,547,380,1442,7.7,31.0,7.9,12679.0,7.9,37176.0,8.1,19815.0,7.9,57846.0,7.9,25.0,7.9,9861.0,7.8,30451.0,8.1,15808.0,8.1,13215.0,6.7,5.0,7.9,2665.0,8.0,6343.0,8.3,3738.0,7.7,626.0,8.2,23459.0,7.8,40273.0,42.0
Cary Grant,cole porter,night and day,0.0,42.0,60.0,0.0,0.0,0.0,30,1,186.0,1946,128,6.1,2615,0,0,0,6.1,2615,6.3,6.0,152,119,274,585,776,403,165,67,32,42,3.0,1.0,5.8,89.0,6.0,638.0,6.3,1300.0,6.1,1447.0,3.0,1.0,5.5,40.0,5.9,399.0,6.2,966.0,6.4,625.0,0,0,6.3,49.0,6.3,234.0,6.6,319.0,5.8,170.0,6.2,1165.0,6.0,767.0,42.0
Cary Grant,jerry flynn,once upon a time,0.0,0.0,0.0,0.0,0.0,0.0,30,1,186.0,1944,89,6.1,887,0,0,0,6.1,887,6.3,6.0,72,42,82,178,253,143,51,27,23,16,0,0,6.9,27.0,6.0,235.0,6.1,442.0,6.1,538.0,0,0,7.0,15.0,6.1,160.0,6.0,348.0,6.1,178.0,0,0,6.6,12.0,5.9,72.0,6.2,86.0,5.8,94.0,6.0,421.0,6.2,252.0,40.0
Cary Grant,mortimer brewster,arsenic and old lace,0.0,92.0,81.0,6.0,0.1562037037037037,0.5372222222222223,30,1,186.0,1944,118,8.0,64192,1120175,0,0,8.0,64192,8.0,8.0,13926,13128,17507,10397,4184,1913,903,484,390,1360,8.1,10.0,7.9,5821.0,7.9,25047.0,8.1,18625.0,7.9,37821.0,8.2,9.0,7.9,4043.0,7.8,18655.0,8.0,14168.0,8.2,12458.0,8.0,1.0,8.0,1709.0,8.2,6140.0,8.4,4198.0,7.8,583.0,8.1,21016.0,7.8,25304.0,40.0
Cary Grant,capt cassidy,destination tokyo,0.0,65.0,80.0,0.0,0.0,0.0,30,1,186.0,1943,135,7.1,4541,0,0,0,7.1,4541,7.4,7.0,498,517,1067,1386,606,270,93,41,13,50,7.5,2.0,6.7,116.0,6.9,968.0,7.2,2500.0,7.1,3017.0,8.0,1.0,6.7,85.0,6.9,785.0,7.2,2071.0,7.3,638.0,7.0,1.0,6.6,31.0,6.9,179.0,7.6,410.0,6.8,226.0,7.3,2292.0,6.7,1153.0,39.0
Cary Grant,joe adams/joe bascopolous,mr lucky,0.0,69.0,100.0,3.0,0.15208333333333335,0.6,30,1,186.0,1943,100,7.1,2758,0,0,0,7.1,2758,7.3,7.0,265,220,664,902,455,141,56,16,14,25,6.5,2.0,6.8,101.0,7.0,609.0,7.2,1420.0,7.1,1640.0,6.0,1.0,6.7,62.0,6.9,427.0,7.2,1113.0,7.1,518.0,7.0,1.0,6.9,39.0,7.0,179.0,7.3,286.0,6.8,202.0,7.3,1276.0,6.9,768.0,39.0
Cary Grant,patrick pat otoole,once upon a honeymoon,0.0,0.0,0.0,0.0,0.0,0.0,30,2,186.0,1942,117,6.5,2534,0,0,0,6.5,2534,6.6,7.0,177,126,326,766,596,296,115,62,35,35,7.0,1.0,6.8,109.0,6.4,694.0,6.5,1163.0,6.4,1406.0,0,0,6.6,50.0,6.4,434.0,6.4,887.0,6.7,599.0,7.0,1.0,7.1,59.0,6.6,250.0,6.7,265.0,6.4,188.0,6.6,996.0,6.4,888.0,38.0
Cary Grant,johnnie aysgarth,suspicion,0.0,78.0,97.0,7.0,0.2995833333333333,0.6641203703703704,30,1,186.0,1941,99,7.4,31663,1103000,0,83.0,7.4,31663,7.4,7.0,2305,3406,9583,10175,3966,1300,485,194,108,141,7.4,11.0,7.3,3433.0,7.3,11990.0,7.5,8662.0,7.3,19522.0,7.8,7.0,7.3,2475.0,7.3,9455.0,7.4,6961.0,7.5,5098.0,7.0,4.0,7.4,908.0,7.4,2401.0,7.7,1588.0,7.4,494.0,7.5,8774.0,7.3,13662.0,37.0
Cary Grant,walter burns,his girl friday,0.0,90.0,98.0,11.0,0.19529521404521408,0.5900919913419914,30,1,186.0,1940,92,7.9,52288,0,0,0,7.9,52288,7.9,8.0,10488,10065,14417,9295,3915,1667,696,464,278,1003,8.3,15.0,7.8,6378.0,7.8,21082.0,8.1,13094.0,7.9,31651.0,8.2,13.0,7.9,4535.0,7.8,16143.0,8.0,10141.0,7.9,9608.0,8.5,2.0,7.8,1757.0,7.8,4719.0,8.2,2780.0,7.6,551.0,8.1,17847.0,7.7,20224.0,36.0
Cary Grant,c k dexter haven,the philadelphia story,0.0,93.0,100.0,15.0,0.2264102564102564,0.6173901098901098,30,1,186.0,1940,112,7.9,62135,0,411442,96.0,7.9,62135,8.0,8.0,14112,12230,16361,10367,4339,1939,865,446,350,1126,7.5,18.0,7.8,6781.0,7.8,24077.0,8.1,16551.0,7.8,34736.0,7.8,10.0,7.8,4470.0,7.6,17128.0,8.1,12200.0,8.2,13534.0,7.1,6.0,8.0,2224.0,8.2,6713.0,8.5,4132.0,7.6,546.0,8.1,21161.0,7.7,23201.0,36.0
Cary Grant,matt howard,the howards of virginia,0.0,0.0,0.0,0.0,0.0,0.0,30,1,186.0,1940,116,6.2,1003,0,0,0,6.2,1003,6.2,6.0,54,40,93,227,272,182,73,30,12,20,7.0,1.0,6.5,31.0,5.9,218.0,6.3,551.0,6.2,614.0,7.0,1.0,5.9,19.0,5.9,151.0,6.3,428.0,6.3,201.0,0,0,7.7,12.0,6.0,65.0,6.4,118.0,6.0,105.0,6.2,544.0,6.1,231.0,36.0
Cary Grant,nick,my favorite wife,0.0,82.0,85.0,5.0,0.5523611111111111,0.6888888888888889,30,2,186.0,1940,88,7.4,9008,0,0,0,7.4,9008,7.5,8.0,1069,1038,2415,2672,1016,435,193,53,35,82,7.0,3.0,7.3,560.0,7.2,2721.0,7.4,3621.0,7.2,4671.0,6.5,2.0,7.1,274.0,7.1,1681.0,7.3,2599.0,7.6,2340.0,8.0,1.0,7.6,282.0,7.5,1013.0,7.8,976.0,6.9,287.0,7.5,3859.0,7.1,2693.0,36.0
Cary Grant,alec walker,in name only,0.0,73.0,100.0,0.0,0.0,0.0,30,1,186.0,1939,94,7.1,2568,722000,0,0,7.1,2568,7.3,7.0,314,219,571,798,380,157,65,27,20,17,6.0,1.0,7.2,99.0,7.0,597.0,7.2,1229.0,7.0,1309.0,0,0,7.1,47.0,6.8,365.0,7.1,855.0,7.4,668.0,6.0,1.0,7.4,52.0,7.3,223.0,7.4,362.0,6.5,180.0,7.3,1123.0,6.8,735.0,35.0
Cary Grant,geoff carter,only angels have wings,0.0,82.0,100.0,9.0,0.19225056689342404,0.4665432098765432,30,1,186.0,1939,121,7.7,12164,0,8554,86.0,7.7,12164,7.7,8.0,1543,1876,3827,2814,1252,457,159,80,56,100,7.0,6.0,7.8,1076.0,7.6,4459.0,7.7,3958.0,7.7,8028.0,8.0,4.0,7.9,868.0,7.7,3646.0,7.7,3323.0,7.4,1602.0,5.5,2.0,7.5,198.0,7.3,768.0,7.6,580.0,7.4,347.0,7.8,4005.0,7.6,4963.0,35.0
Cary Grant,sgt archibald cutter,gunga din,0.0,74.0,92.0,3.0,0.2069444444444445,0.5444444444444444,30,1,186.0,1939,117,7.3,10731,1910000,0,0,7.3,10731,7.5,8.0,1696,1525,2634,2374,1275,632,265,137,72,121,8.5,2.0,7.2,508.0,7.1,3120.0,7.5,4549.0,7.3,7038.0,9.0,1.0,7.2,411.0,7.1,2615.0,7.5,3828.0,7.2,1269.0,8.0,1.0,7.1,93.0,7.1,477.0,7.4,665.0,7.1,333.0,7.7,4670.0,6.9,3175.0,35.0
Cary Grant,dr david huxley,bringing up baby,0.0,89.0,93.0,11.0,0.12475729517396185,0.5210479797979798,30,2,186.0,1938,102,7.9,53931,1073000,11180,91.0,7.9,53931,7.9,8.0,12376,9880,13756,8881,4135,1930,954,595,401,1023,7.6,14.0,7.8,5927.0,7.7,20931.0,8.0,14624.0,7.8,31158.0,7.9,10.0,7.8,4002.0,7.7,15359.0,8.0,11001.0,8.0,10989.0,6.3,3.0,8.0,1854.0,8.0,5346.0,8.1,3410.0,7.5,537.0,8.1,18009.0,7.7,20924.0,34.0
Cary Grant,johnny case,holiday,0.0,89.0,100.0,4.0,0.8083333333333332,0.45,30,2,186.0,1938,95,7.8,13952,0,14486,0,7.8,13952,7.9,8.0,2161,2403,4512,2968,1138,407,150,75,38,100,7.0,3.0,7.8,1271.0,7.7,5021.0,7.8,4560.0,7.7,7505.0,7.0,2.0,7.7,727.0,7.7,3261.0,7.7,3307.0,7.9,3542.0,7.0,1.0,7.9,530.0,7.9,1706.0,8.0,1194.0,7.4,363.0,7.9,5136.0,7.6,5106.0,34.0
Cary Grant,george kerby,topper,0.0,81.0,89.0,5.0,0.28214285714285714,0.5964285714285713,30,1,186.0,1937,97,7.3,6621,500000,0,0,7.3,6621,7.4,8.0,793,732,1823,1831,804,351,129,52,35,71,6.0,1.0,7.1,291.0,7.0,1630.0,7.5,3096.0,7.2,3754.0,0,0,6.9,179.0,7.0,1128.0,7.4,2349.0,7.6,1349.0,6.0,1.0,7.5,111.0,7.2,485.0,7.9,704.0,7.0,251.0,7.5,3351.0,6.9,1426.0,33.0
Cary Grant,jimmy hudson,when youre in love,0.0,0.0,0.0,1.0,0.1875,0.4375,30,2,186.0,1937,110,6.2,323,0,0,0,6.2,323,6.5,6.0,40,17,27,62,96,44,17,5,6,9,0,0,6.0,15.0,6.1,70.0,6.3,172.0,6.1,185.0,0,0,6.4,8.0,5.7,44.0,6.3,129.0,6.2,72.0,0,0,5.3,6.0,6.6,26.0,6.1,40.0,5.7,53.0,6.2,145.0,6.0,92.0,33.0
Cary Grant,jerry warriner,the awful truth,0.0,87.0,93.0,5.0,0.30476190476190473,0.6325793650793651,30,2,186.0,1937,90,7.7,17167,600000,0,87.0,7.7,17167,7.9,8.0,3192,2738,5191,3545,1425,565,195,118,64,134,7.8,8.0,7.7,1523.0,7.7,6214.0,7.8,5808.0,7.7,10123.0,7.8,6.0,7.7,1020.0,7.6,4542.0,7.8,4318.0,7.8,3637.0,7.5,2.0,7.7,488.0,7.8,1608.0,8.0,1433.0,7.3,379.0,7.9,6868.0,7.6,6017.0,33.0
Cary Grant,nick boyd,the toast of new york,0.0,0.0,0.0,0.0,0.0,0.0,30,2,186.0,1937,109,6.4,912,1072000,0,0,6.4,912,6.5,7.0,55,27,116,280,249,113,42,15,4,11,7.0,1.0,6.5,26.0,6.1,183.0,6.5,479.0,6.4,526.0,0,0,6.2,13.0,6.1,124.0,6.5,370.0,6.2,184.0,7.0,1.0,6.7,13.0,6.1,59.0,6.2,107.0,6.3,103.0,6.5,424.0,6.2,250.0,33.0
Cary Grant,det sgt danny barr,big brown eyes,0.0,61.0,83.0,0.0,0.0,0.0,30,1,186.0,1936,77,6.6,688,0,0,0,6.6,688,6.7,7.0,51,34,87,220,159,94,19,11,5,8,0,0,7.4,27.0,6.6,192.0,6.5,336.0,6.5,415.0,0,0,7.3,13.0,6.5,136.0,6.5,257.0,6.8,144.0,0,0,7.4,14.0,6.9,52.0,6.7,76.0,6.3,74.0,6.7,328.0,6.5,208.0,32.0
Cary Grant,charlie mason,wedding present,0.0,0.0,0.0,0.0,0.0,0.0,30,2,186.0,1936,81,6.3,486,0,0,0,6.3,486,6.5,6.0,38,16,46,139,131,68,27,13,5,3,0,0,7.4,23.0,6.4,136.0,6.3,229.0,6.3,288.0,0,0,6.8,13.0,6.4,89.0,6.2,178.0,6.5,107.0,0,0,8.3,10.0,6.4,44.0,6.4,50.0,5.9,49.0,6.4,222.0,6.2,148.0,32.0
Cary Grant,andre,suzy,0.0,0.0,0.0,0.0,0.0,0.0,30,3,186.0,1936,93,6.4,1246,614000,0,0,6.4,1246,6.5,7.0,86,44,156,379,316,146,65,18,15,21,7.0,1.0,6.8,47.0,6.1,293.0,6.5,604.0,6.3,666.0,0,0,6.2,21.0,6.1,176.0,6.5,448.0,6.6,298.0,7.0,1.0,7.2,26.0,6.2,114.0,6.7,147.0,6.1,119.0,6.5,588.0,6.1,310.0,32.0
Cary Grant,ken gordon,wings in the dark,0.0,0.0,0.0,0.0,0.0,0.0,30,2,186.0,1935,75,6.5,532,0,0,0,6.5,532,6.6,7.0,35,28,61,155,145,65,21,6,7,9,0,0,6.5,26.0,6.6,151.0,6.6,249.0,6.5,301.0,0,0,6.7,13.0,6.4,94.0,6.5,189.0,6.7,130.0,0,0,6.3,13.0,6.9,56.0,6.6,58.0,5.9,66.0,6.7,259.0,6.3,148.0,31.0
Cary Grant,jimmy monk monkley,sylvia scarlett,0.0,47.0,79.0,1.0,-0.4,0.7,30,2,186.0,1935,95,6.2,3544,641000,0,0,6.2,3544,6.3,6.0,199,141,392,822,990,505,261,112,60,62,7.7,3.0,6.2,215.0,6.2,1102.0,6.2,1396.0,6.2,1966.0,8.0,2.0,6.3,118.0,6.2,736.0,6.2,1068.0,6.3,787.0,7.0,1.0,6.2,97.0,6.3,353.0,6.3,308.0,6.0,201.0,6.1,1263.0,6.2,1332.0,31.0
Cary Grant,michael andrews,the last outpost,0.0,0.0,0.0,0.0,0.0,0.0,30,1,186.0,1935,76,6.1,412,0,0,0,6.1,412,6.2,6.0,24,10,30,90,141,72,19,14,5,7,0,0,6.3,28.0,5.7,96.0,6.3,217.0,6.1,287.0,0,0,6.2,20.0,5.6,69.0,6.3,191.0,6.4,60.0,0,0,6.7,8.0,6.1,27.0,6.7,23.0,5.9,65.0,6.3,139.0,6.0,188.0,31.0
Cary Grant,julian de lussac,ladies should listen,0.0,0.0,0.0,0.0,0.0,0.0,30,1,186.0,1934,62,6.2,256,0,0,0,6.2,256,6.4,6.0,28,5,23,64,69,33,18,5,7,4,0,0,6.7,15.0,6.1,65.0,6.4,123.0,6.3,153.0,0,0,6.2,9.0,6.2,42.0,6.4,97.0,6.1,53.0,0,0,7.6,6.0,6.0,22.0,6.0,23.0,6.2,35.0,6.4,89.0,6.2,102.0,30.0
Cary Grant,malcolm trevor,born to be bad,0.0,0.0,0.0,0.0,0.0,0.0,30,2,186.0,1934,62,6.3,991,252238,0,0,6.3,991,6.3,6.0,62,28,110,221,302,160,60,23,15,10,6.5,2.0,6.1,49.0,6.3,277.0,6.3,477.0,6.2,572.0,7.0,1.0,5.5,18.0,6.2,169.0,6.2,370.0,6.5,249.0,6.0,1.0,6.6,31.0,6.5,106.0,6.5,103.0,5.9,100.0,6.3,426.0,6.2,343.0,30.0
Cary Grant,porter madison iii,thirty day princess,0.0,0.0,0.0,0.0,0.0,0.0,30,2,186.0,1934,74,6.9,781,0,0,0,6.9,781,6.9,7.0,48,45,135,295,166,57,19,5,7,4,7.0,2.0,7.0,35.0,6.8,223.0,6.8,353.0,6.8,439.0,0,0,6.8,15.0,6.8,138.0,6.9,270.0,6.9,184.0,7.0,2.0,7.2,20.0,6.8,82.0,6.8,78.0,6.5,80.0,6.9,358.0,6.8,237.0,30.0
Cary Grant,ace corbin,gambling ship,0.0,0.0,0.0,0.0,0.0,0.0,30,1,186.0,1933,72,6.1,162,0,0,0,6.1,162,6.2,6.0,15,2,13,32,54,26,11,3,2,4,0,0,7.1,10.0,5.6,47.0,6.3,73.0,6.0,100.0,0,0,6.7,5.0,5.5,31.0,6.3,61.0,6.0,32.0,0,0,7.8,5.0,5.8,16.0,5.7,11.0,6.1,30.0,6.3,65.0,5.7,55.0,29.0
Cary Grant,henry crocker,the eagle and the hawk,0.0,0.0,0.0,1.0,-0.08333333333333333,0.6666666666666666,30,2,186.0,1933,73,7.1,1024,0,0,0,7.1,1024,7.1,7.0,79,84,214,380,143,70,24,15,10,5,0,0,7.5,36.0,7.1,206.0,7.0,551.0,7.0,642.0,0,0,7.2,24.0,7.1,154.0,6.9,445.0,7.2,162.0,0,0,7.9,12.0,7.0,47.0,7.3,98.0,6.7,130.0,7.1,486.0,6.8,271.0,29.0
Cary Grant,capt cummings,she done him wrong,0.0,53.0,91.0,6.0,0.6229166666666666,0.69375,30,2,186.0,1933,66,6.3,5256,200000,0,0,6.3,5256,6.5,7.0,364,286,760,1337,1267,674,282,152,69,65,5.5,2.0,5.9,433.0,6.2,1934.0,6.6,1843.0,6.3,3334.0,5.5,2.0,5.8,297.0,6.1,1469.0,6.6,1487.0,6.5,940.0,0,0,6.3,134.0,6.4,442.0,6.8,334.0,6.2,252.0,6.5,2309.0,6.1,1713.0,29.0
Cary Grant,jack clayton,im no angel,0.0,70.0,91.0,0.0,0.0,0.0,30,2,186.0,1933,87,6.9,2837,225000,0,0,6.9,2837,7.1,7.0,303,236,535,864,466,218,104,45,35,31,6.0,1.0,6.8,151.0,6.7,767.0,7.1,1293.0,6.8,1647.0,6.0,1.0,6.8,74.0,6.5,520.0,7.0,1010.0,7.1,582.0,0,0,6.8,75.0,7.0,236.0,7.2,261.0,6.3,197.0,7.1,1256.0,6.6,871.0,29.0
Cary Grant,romer sheffield,hot saturday,0.0,0.0,0.0,0.0,0.0,0.0,30,1,186.0,1932,73,6.6,893,0,0,0,6.6,893,6.6,7.0,55,38,125,278,246,75,41,17,9,9,0,0,6.5,31.0,6.5,209.0,6.6,510.0,6.5,540.0,0,0,6.1,14.0,6.4,124.0,6.6,394.0,6.6,211.0,0,0,6.8,17.0,6.6,80.0,6.7,107.0,6.2,91.0,6.6,479.0,6.5,236.0,28.0
Cary Grant,lieutenant bf pinkerton,madame butterfly,0.0,0.0,0.0,0.0,0.0,0.0,30,2,186.0,1932,86,6.2,281,0,0,0,6.2,281,6.3,6.0,23,11,34,55,76,45,13,9,8,7,6.5,2.0,6.5,12.0,5.9,79.0,6.4,132.0,6.2,176.0,6.0,1.0,6.0,6.0,5.8,49.0,6.4,113.0,6.4,52.0,7.0,1.0,7.2,6.0,6.4,27.0,6.1,17.0,5.8,51.0,6.4,105.0,6.2,108.0,28.0
Cary Grant,stephen,this is the night,0.0,0.0,0.0,0.0,0.0,0.0,30,3,186.0,1932,80,6.7,537,0,0,0,6.7,537,6.7,7.0,39,29,91,159,120,54,19,8,5,13,1.0,1.0,7.1,19.0,6.4,120.0,6.7,319.0,6.6,349.0,1.0,1.0,5.7,11.0,6.4,82.0,6.8,249.0,6.7,109.0,0,0,8.2,8.0,6.5,36.0,6.6,64.0,6.5,94.0,6.7,295.0,6.5,146.0,28.0
Cary Grant,nick townsend,blonde venus,0.0,71.0,61.0,8.0,-0.0482060185185185,0.29553571428571423,30,2,186.0,1932,93,7.1,4255,0,0,0,7.1,4255,7.2,7.0,370,426,980,1359,680,242,96,57,22,23,6.0,1.0,7.1,374.0,7.1,1477.0,7.2,1481.0,7.1,2659.0,6.0,1.0,7.1,230.0,7.0,1127.0,7.2,1234.0,7.3,711.0,0,0,7.0,138.0,7.4,326.0,7.2,226.0,6.8,230.0,7.2,1267.0,7.1,1901.0,28.0
Sylvester Stallone,ray breslin,escape plan the extractors,0.0,0.0,0.0,0.0,0.0,0.0,205,1,177.0,2019,97,4.4,10536,0,1766092,0,4.4,10536,4.6,5.0,491,110,281,704,1471,2283,2129,1340,851,876,4.2,17.0,4.3,1570.0,4.3,3927.0,4.6,1585.0,4.4,7045.0,4.3,14.0,4.3,1347.0,4.3,3599.0,4.5,1407.0,4.6,598.0,4.5,2.0,4.5,137.0,4.2,237.0,5.1,145.0,4.0,150.0,4.7,989.0,4.2,4678.0,73.0
Sylvester Stallone,john rambo,rambo last blood,0.0,82.0,26.0,25.0,-0.07549963924963926,0.5293348861283644,205,1,177.0,2019,89,6.1,76064,50000000,91490353,26.0,6.1,76064,6.4,6.0,7426,3423,9093,17038,17411,10104,5085,2840,1663,1981,6.1,74.0,6.1,9357.0,6.1,30782.0,6.1,10922.0,6.1,52022.0,6.2,51.0,6.1,8403.0,6.1,28635.0,6.1,9955.0,6.3,3053.0,5.1,12.0,6.2,526.0,6.2,1462.0,6.5,684.0,6.0,349.0,6.2,9254.0,6.0,31904.0,73.0
Sylvester Stallone,sykes,backtrace,0.0,23.0,11.0,1.0,0.5,0.875,205,1,177.0,2018,92,3.7,2971,0,490636,0,3.7,2971,4.0,4.0,150,17,51,121,206,505,619,511,345,446,4.0,4.0,3.7,237.0,3.6,1055.0,3.9,808.0,3.7,2064.0,3.7,3.0,3.7,210.0,3.6,971.0,3.8,723.0,4.2,167.0,5.0,1.0,3.8,17.0,3.9,64.0,4.6,69.0,3.8,132.0,4.0,347.0,3.7,1410.0,72.0
Sylvester Stallone,rocky balboa,creed ii,0.0,80.0,83.0,47.0,0.220970053882288,0.5095918259980761,205,2,177.0,2018,130,7.1,99570,50000000,214215889,66.0,7.1,99570,7.3,7.0,8652,9266,25320,31884,15332,5046,1687,817,456,1110,7.8,153.0,7.3,21113.0,7.0,35622.0,6.9,8344.0,7.1,64357.0,7.7,106.0,7.3,18190.0,7.0,32229.0,6.8,7271.0,7.3,5784.0,7.6,9.0,7.5,1790.0,7.1,2508.0,7.1,786.0,6.5,359.0,7.3,13621.0,7.0,37909.0,72.0
Sylvester Stallone,ray breslin,escape plan 2 hades,0.0,15.0,8.0,4.0,-0.11878787878787878,0.5518181818181818,205,1,177.0,2018,96,3.8,26813,45000000,17592626,0,3.8,26813,4.0,4.0,1117,262,586,1265,2498,4361,4934,4247,3326,4217,3.8,37.0,3.9,4679.0,3.7,10180.0,4.0,3086.0,3.8,18090.0,3.4,26.0,3.8,4118.0,3.7,9284.0,3.9,2761.0,4.3,1705.0,6.0,5.0,4.4,445.0,4.1,757.0,4.5,261.0,3.6,229.0,4.0,2297.0,3.7,11987.0,72.0
