actor,role,title,award,score_1,score_2,num_reviews,polarity_mean,objectivity_mean,numeric_key,ordering,height,year,duration,avg_vote,votes,budget,worlwide_gross_income,metascore,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes,age_at_performance
Gary Cooper,the kid,city streets,0.0,81.0,80.0,2.0,0.2125,0.17083333333333334,71,1,191.0,1931,83,7.1,1330,0,0,0,7.1,1330,7.2,7.0,96,99,321,454,238,71,23,9,11,8,7.0,1.0,7.1,66.0,7.1,385.0,7.0,607.0,7.0,901.0,7.0,1.0,6.9,48.0,7.1,317.0,7.0,513.0,7.2,166.0,0,0,7.5,18.0,7.2,58.0,7.2,85.0,6.9,166.0,7.1,486.0,7.0,512.0,30.0
Gary Cooper,clint belmet,fighting caravans,0.0,0.0,0.0,0.0,0.0,0.0,71,1,191.0,1931,92,5.7,520,0,0,0,5.7,520,6.0,6.0,41,18,27,82,158,116,42,17,9,10,0,0,5.2,20.0,5.6,107.0,5.9,297.0,5.8,374.0,0,0,5.0,17.0,5.6,85.0,6.0,266.0,5.7,53.0,0,0,7.3,3.0,6.2,21.0,5.4,29.0,5.8,71.0,5.9,212.0,5.6,202.0,30.0
Gary Cooper,enrique,the texan,0.0,0.0,0.0,0.0,0.0,0.0,71,1,191.0,1930,79,6.6,117,0,0,0,6.6,117,6.8,7.0,14,11,15,26,22,18,5,4,0,2,0,0,5.3,3.0,6.0,17.0,6.8,73.0,6.7,87.0,0,0,5.3,3.0,6.1,15.0,6.8,67.0,6.0,7.0,0,0,0,0,7.5,2.0,6.4,5.0,6.7,24.0,6.7,63.0,6.3,26.0,29.0
Gary Cooper,legionnaire tom brown,morocco,0.0,71.0,86.0,7.0,0.03537373737373737,0.5578333333333333,71,1,191.0,1930,92,7.1,5443,0,0,0,7.1,5443,7.2,7.0,553,584,1175,1626,849,334,147,80,47,48,6.5,2.0,7.0,483.0,7.0,1952.0,7.2,1803.0,7.1,3526.0,6.5,2.0,7.0,324.0,7.0,1576.0,7.2,1515.0,7.2,803.0,0,0,7.1,153.0,7.2,360.0,7.4,261.0,6.8,261.0,7.1,1438.0,7.1,2565.0,29.0
Gary Cooper,the virginian,the virginian,0.0,88.0,100.0,0.0,0.0,0.0,71,1,191.0,1929,91,6.8,661,425000,0,0,6.8,661,7.0,7.0,67,39,116,208,142,43,20,12,8,6,0,0,6.4,25.0,6.7,134.0,6.9,341.0,6.8,434.0,0,0,6.7,15.0,6.6,107.0,6.9,299.0,6.9,76.0,0,0,6.0,10.0,7.0,26.0,6.9,40.0,6.8,100.0,7.0,305.0,6.6,171.0,28.0
Gary Cooper,capt philip blythe,lilac time,0.0,0.0,0.0,0.0,0.0,0.0,71,2,191.0,1928,80,6.1,636,0,0,0,6.1,636,7.9,8.0,194,61,205,57,41,19,12,13,8,26,0,0,6.3,8.0,6.5,114.0,5.8,451.0,6.1,366.0,0,0,7.0,5.0,6.5,87.0,5.8,268.0,6.3,212.0,0,0,5.3,3.0,6.7,26.0,6.0,182.0,5.0,47.0,7.0,462.0,5.1,102.0,27.0
Gary Cooper,ted larrabee,children of divorce,0.0,0.0,0.0,0.0,0.0,0.0,71,3,191.0,1927,70,6.6,213,0,0,0,6.6,213,6.7,7.0,19,10,25,73,50,20,4,4,6,2,0,0,6.3,10.0,6.3,61.0,6.9,94.0,6.6,145.0,0,0,5.8,7.0,6.3,47.0,6.9,86.0,6.7,22.0,0,0,7.7,3.0,6.2,12.0,6.8,7.0,5.8,33.0,6.9,73.0,6.5,86.0,26.0
Gary Cooper,abe lee,the winning of barbara worth,0.0,0.0,0.0,0.0,0.0,0.0,71,3,191.0,1926,89,7.0,690,0,0,0,7.0,690,7.3,7.0,72,62,210,174,104,28,15,13,8,4,0,0,6.8,31.0,6.8,148.0,7.1,400.0,7.0,456.0,0,0,6.5,22.0,6.8,116.0,7.1,308.0,7.2,130.0,0,0,7.3,9.0,7.3,29.0,7.1,89.0,6.1,95.0,7.1,352.0,6.8,210.0,25.0
Jonathan Pryce,joe castleman,the wife,0.0,77.0,86.0,33.0,0.09822714579659024,0.5656613756613756,115,2,183.0,2017,99,7.2,33383,0,19978189,77.0,7.2,33383,7.3,7.0,1806,3131,9732,11520,4445,1484,547,263,153,302,7.1,30.0,7.3,5551.0,7.2,11486.0,7.2,6512.0,7.2,17336.0,7.2,22.0,7.2,3642.0,7.1,7804.0,7.2,4630.0,7.4,7592.0,7.0,5.0,7.4,1740.0,7.3,3420.0,7.5,1725.0,6.6,279.0,7.2,4422.0,7.2,15133.0,70.0
Jonathan Pryce,whale,the ghost and the whale,0.0,0.0,0.0,0.0,0.0,0.0,115,1,183.0,2017,105,4.4,227,0,0,0,4.4,227,5.6,5.0,52,8,12,12,22,30,25,13,14,39,0,0,4.1,13.0,4.3,70.0,4.0,78.0,4.0,121.0,0,0,3.4,8.0,4.4,54.0,3.9,51.0,4.9,52.0,0,0,5.4,5.0,4.7,15.0,4.7,27.0,4.2,27.0,4.7,60.0,3.9,73.0,70.0
Jonathan Pryce,raymond heacock,the healer,0.0,56.0,17.0,1.0,0.3111111111111111,0.6555555555555556,115,2,183.0,2016,113,6.3,5866,0,9979800,0,6.3,5866,6.5,7.0,577,346,851,1341,1279,673,319,176,126,178,5.2,9.0,6.3,922.0,6.0,1725.0,6.6,1107.0,6.2,2743.0,4.0,5.0,6.2,531.0,6.0,1100.0,6.6,789.0,6.3,1409.0,9.5,4.0,6.3,358.0,6.1,576.0,6.8,298.0,4.8,61.0,6.5,738.0,6.1,2197.0,69.0
Jonathan Pryce,colonel fitz,the white king,0.0,61.0,71.0,4.0,0.2638888888888889,0.3868055555555556,115,2,183.0,2016,89,5.8,4420,2000000,14074,0,5.8,4420,7.3,7.0,716,514,865,1037,616,283,145,93,65,86,4.7,3.0,6.4,788.0,6.0,2302.0,5.3,741.0,5.6,2758.0,6.0,1.0,6.0,457.0,5.8,1615.0,5.3,628.0,6.7,1144.0,4.0,2.0,7.1,330.0,6.9,683.0,5.6,109.0,5.0,98.0,6.4,1885.0,5.6,1795.0,69.0
Jonathan Pryce,nat,dough,0.0,56.0,53.0,18.0,0.05476495726495727,0.5107579365079364,115,1,183.0,2015,94,6.2,1694,0,1647429,44.0,6.2,1694,6.4,6.0,106,59,226,435,463,216,72,34,20,63,5.0,2.0,6.4,183.0,6.1,565.0,6.2,551.0,6.1,1014.0,5.0,1.0,6.4,110.0,6.0,428.0,6.1,405.0,6.4,362.0,5.0,1.0,6.5,70.0,6.2,130.0,6.6,140.0,5.0,65.0,6.3,380.0,6.1,709.0,68.0
Jonathan Pryce,ike zimmerman,listen up philip,0.0,54.0,82.0,40.0,0.17766207998350855,0.5648438805346699,115,3,183.0,2014,108,6.3,6074,0,214344,76.0,6.3,6074,6.3,7.0,235,319,978,1516,1358,766,414,203,105,180,0,0,6.8,1078.0,6.3,2995.0,5.7,935.0,6.4,4110.0,0,0,6.9,812.0,6.4,2380.0,5.7,773.0,6.0,1003.0,0,0,6.4,253.0,6.0,566.0,5.5,143.0,5.4,125.0,6.4,1341.0,6.2,3050.0,67.0
Jonathan Pryce,harry fletcher,dark blood,0.0,63.0,80.0,4.0,0.03779761904761904,0.4525,115,3,183.0,2012,86,6.4,1159,0,0,0,6.4,1159,6.9,7.0,243,56,148,236,194,138,59,27,17,41,0,0,6.7,208.0,6.4,513.0,6.1,251.0,6.3,673.0,0,0,6.5,109.0,6.4,365.0,6.1,182.0,6.5,305.0,0,0,7.0,93.0,6.1,136.0,6.4,61.0,5.7,62.0,6.3,188.0,6.4,652.0,65.0
Jonathan Pryce,dr dalrymple,hysteria,0.0,54.0,59.0,37.0,0.12418154761904762,0.5740901360544217,115,3,183.0,2011,100,6.7,30140,0,0,53.0,6.7,30140,6.8,7.0,1519,1716,5051,10531,7167,2555,843,330,173,255,6.0,3.0,6.8,5048.0,6.7,15454.0,6.8,5148.0,6.6,14626.0,5.5,2.0,6.6,1732.0,6.6,8622.0,6.7,3780.0,6.8,11581.0,7.0,1.0,6.9,3247.0,6.8,6569.0,6.9,1261.0,6.3,272.0,6.7,3035.0,6.7,18550.0,64.0
Jonathan Pryce,mueller,echelon conspiracy,0.0,31.0,8.0,3.0,-0.375,0.575,115,4,183.0,2009,105,5.8,18614,0,3668952,26.0,5.8,18614,5.9,6.0,883,553,1624,3411,4998,3458,1730,882,508,567,6.7,3.0,6.1,2163.0,5.7,10778.0,5.7,3325.0,5.8,14898.0,7.0,2.0,6.1,1835.0,5.7,9745.0,5.7,2997.0,5.9,1596.0,6.0,1.0,6.4,309.0,5.8,953.0,6.0,286.0,5.2,222.0,5.7,2265.0,5.8,12418.0,62.0
Jonathan Pryce,paul dellenbach,renaissance,0.0,59.0,49.0,22.0,0.086036470143613,0.5637824675324675,115,3,183.0,2006,105,6.7,15522,18000000,1831348,57.0,6.7,15522,6.8,7.0,1048,1202,2974,4463,3095,1416,588,307,162,267,6.0,4.0,6.5,875.0,6.7,9503.0,6.6,2690.0,6.7,12043.0,7.0,1.0,6.5,729.0,6.7,8700.0,6.6,2405.0,6.7,1108.0,5.7,3.0,6.6,137.0,6.8,713.0,6.5,237.0,5.9,255.0,6.5,2834.0,6.7,9412.0,59.0
Jonathan Pryce,james clavel,the moon and the stars,0.0,0.0,0.0,0.0,0.0,0.0,115,1,183.0,2007,102,6.0,326,0,0,0,6.0,326,6.5,7.0,48,24,45,49,67,33,21,8,3,28,5.0,1.0,7.0,27.0,5.6,124.0,6.2,121.0,6.0,205.0,0,0,5.4,8.0,5.6,96.0,6.3,99.0,5.9,67.0,5.0,1.0,7.7,18.0,5.1,26.0,5.5,21.0,5.3,46.0,5.5,58.0,6.1,205.0,60.0
Jonathan Pryce,henry couling,brothers of the head,0.0,66.0,69.0,23.0,0.09200396825396824,0.5122222222222222,115,3,183.0,2005,93,6.4,1704,0,84425,67.0,6.4,1704,6.7,7.0,200,118,230,431,342,173,87,47,25,51,8.0,1.0,6.5,140.0,6.5,783.0,6.2,520.0,6.3,984.0,8.0,1.0,6.5,43.0,6.4,513.0,6.0,417.0,6.8,452.0,0,0,6.5,94.0,6.8,258.0,7.1,95.0,5.2,69.0,6.6,527.0,6.4,837.0,58.0
Jonathan Pryce,gabe,de-lovely,0.0,66.0,48.0,41.0,0.11972183317771555,0.5067611489040061,115,3,183.0,2004,125,6.6,10744,15000000,18611951,53.0,6.6,10744,6.9,7.0,1201,998,1895,2442,2013,1026,473,243,177,276,0,0,7.0,402.0,6.5,3732.0,6.7,4253.0,6.5,5502.0,0,0,6.7,183.0,6.3,2218.0,6.6,2983.0,6.8,2975.0,0,0,7.2,214.0,6.7,1470.0,7.0,1211.0,5.6,198.0,6.5,4030.0,6.6,3906.0,57.0
Jonathan Pryce,victor fox,unconditional love,0.0,68.0,14.0,1.0,0.6,0.6,115,3,183.0,2002,124,6.8,3496,0,489075,0,6.8,3496,7.1,7.0,565,377,600,799,531,287,119,92,58,68,6.0,1.0,6.7,159.0,6.6,1201.0,6.9,1398.0,6.6,1771.0,6.0,1.0,6.2,69.0,6.4,747.0,6.8,919.0,7.1,1005.0,0,0,7.1,87.0,6.9,440.0,7.3,452.0,5.9,117.0,7.3,931.0,6.6,1679.0,55.0
Jonathan Pryce,cardinal de rohan,the affair of the necklace,0.0,42.0,15.0,22.0,0.1825980392156863,0.6371141975308642,115,3,183.0,2001,118,6.1,4991,30000000,1198113,42.0,6.1,4991,6.2,6.0,328,200,550,1044,1363,749,421,162,83,91,0,0,6.2,307.0,6.0,1967.0,6.1,1607.0,6.0,2336.0,0,0,5.8,104.0,5.9,1065.0,6.0,1133.0,6.2,1588.0,0,0,6.5,202.0,6.1,883.0,6.3,457.0,5.5,147.0,6.1,1250.0,6.0,2375.0,54.0
Jonathan Pryce,jack pugh,very annie mary,0.0,81.0,34.0,10.0,0.022395833333333344,0.4754166666666666,115,2,183.0,2001,104,6.8,1142,0,396090,33.0,6.8,1142,7.1,7.0,221,98,172,265,174,91,37,27,19,38,7.0,1.0,6.7,53.0,6.6,365.0,6.9,473.0,6.6,543.0,7.0,1.0,6.6,26.0,6.4,195.0,6.8,313.0,6.9,342.0,0,0,6.9,27.0,6.9,163.0,7.0,149.0,5.8,55.0,6.9,216.0,6.7,625.0,54.0
Jonathan Pryce,gustav mahler,bride of the wind,0.0,38.0,11.0,28.0,-0.007934875970590257,0.5116067133924277,115,3,183.0,2001,99,5.6,613,12000000,318823,35.0,5.6,613,5.8,6.0,30,27,59,118,131,99,61,38,26,24,5.0,2.0,6.2,19.0,5.7,128.0,5.6,308.0,5.4,337.0,6.0,1.0,5.4,8.0,5.2,78.0,5.4,241.0,6.4,129.0,4.0,1.0,6.8,11.0,6.4,48.0,6.3,65.0,5.3,62.0,5.8,225.0,5.6,219.0,54.0
Jonathan Pryce,bourne,the suicide club,0.0,0.0,0.0,0.0,0.0,0.0,115,1,183.0,2000,89,6.0,319,0,0,0,6.0,319,6.2,6.0,19,15,32,79,66,59,20,16,3,10,6.0,2.0,7.0,6.0,6.1,113.0,5.7,119.0,5.9,182.0,6.0,1.0,7.0,1.0,6.0,78.0,5.7,99.0,6.4,61.0,6.0,1.0,7.0,5.0,6.4,33.0,5.8,20.0,5.9,25.0,5.8,117.0,6.0,111.0,53.0
Jonathan Pryce,tals dad,taliesin jones,0.0,0.0,0.0,3.0,0.16944444444444445,0.6749999999999999,115,1,183.0,2000,93,6.1,239,0,0,0,6.1,239,6.7,7.0,33,19,30,46,46,25,19,12,5,4,4.5,2.0,5.4,12.0,5.9,58.0,6.4,115.0,6.0,154.0,4.0,1.0,5.5,10.0,5.8,45.0,6.2,97.0,6.5,35.0,5.0,1.0,5.0,2.0,6.3,13.0,7.1,18.0,5.7,39.0,6.2,63.0,6.0,126.0,53.0
Jonathan Pryce,cardinal daniel houseman,stigmata,0.0,63.0,22.0,25.0,-0.0995348324514991,0.526061507936508,115,3,183.0,1999,103,6.2,63527,29000000,89446268,28.0,6.2,63527,6.4,6.0,3657,3441,8645,15056,15226,8688,4115,2138,1245,1316,6.5,2.0,6.1,3188.0,6.2,34220.0,6.1,11423.0,6.1,38904.0,6.0,1.0,6.0,2049.0,6.1,26439.0,6.1,9375.0,6.5,10800.0,0,0,6.4,1100.0,6.5,7401.0,6.5,1895.0,5.7,490.0,6.0,13300.0,6.2,31371.0,52.0
Jonathan Pryce,elliot carver,tomorrow never dies,0.0,53.0,57.0,26.0,0.23692271352985636,0.4561243386243386,115,2,183.0,1997,119,6.5,177999,110000000,333011068,52.0,6.5,177999,6.6,7.0,7118,6833,23180,57780,51094,19554,6803,2780,1327,1530,6.6,47.0,6.6,25026.0,6.4,86414.0,6.6,24709.0,6.5,128306.0,6.5,38.0,6.6,22535.0,6.4,78423.0,6.6,21910.0,6.4,12255.0,6.8,6.0,6.6,2196.0,6.3,7038.0,6.6,2466.0,6.5,716.0,6.5,32606.0,6.4,86156.0,50.0
Jonathan Pryce,juan peron,evita,0.0,68.0,63.0,7.0,0.21851851851851853,0.3842592592592592,115,2,183.0,1996,135,6.3,33567,55000000,141047179,45.0,6.3,33567,6.6,7.0,4458,2690,4688,6363,6332,3787,1952,1137,733,1427,8.0,5.0,6.6,2265.0,6.1,14406.0,6.3,7917.0,6.1,17419.0,9.0,2.0,6.4,1179.0,6.0,9493.0,6.3,6223.0,6.5,7717.0,7.0,2.0,6.8,1063.0,6.4,4774.0,6.6,1597.0,5.7,385.0,6.3,7627.0,6.2,14854.0,49.0
Jonathan Pryce,lytton strachey,carrington,0.0,74.0,54.0,9.0,0.2604166666666667,0.4537202380952381,115,2,183.0,1995,121,6.8,5005,0,3242342,0,6.8,5005,7.0,7.0,524,516,886,1292,910,421,188,106,69,93,0,0,7.2,121.0,6.8,1295.0,6.8,2234.0,6.7,2526.0,0,0,7.0,50.0,6.7,799.0,6.7,1621.0,7.0,1147.0,0,0,7.4,68.0,6.9,479.0,7.1,581.0,6.2,181.0,6.7,1130.0,6.9,2350.0,48.0
Jonathan Pryce,duncan stewart,great moments in aviation,0.0,0.0,0.0,0.0,0.0,0.0,115,3,183.0,1994,93,6.4,229,0,0,0,6.4,229,6.6,6.0,46,14,20,27,51,38,15,3,4,11,5.5,2.0,5.5,12.0,6.0,42.0,6.9,128.0,6.0,126.0,6.0,1.0,5.3,9.0,5.8,31.0,6.2,83.0,7.4,59.0,5.0,1.0,7.0,3.0,6.1,10.0,8.1,43.0,5.6,51.0,7.1,120.0,5.3,60.0,47.0
Jonathan Pryce,dr ted philips,deadly advice,0.0,0.0,0.0,0.0,0.0,0.0,115,4,183.0,1994,91,6.0,306,3000000,0,0,6.0,306,6.4,6.0,19,27,42,52,83,36,19,13,7,8,5.5,2.0,5.2,11.0,6.0,78.0,6.0,137.0,5.8,180.0,5.0,1.0,5.1,9.0,5.7,60.0,6.0,107.0,6.7,47.0,6.0,1.0,8.0,2.0,7.9,16.0,5.8,27.0,5.6,52.0,5.6,65.0,6.0,159.0,47.0
Jonathan Pryce,alan,a troll in central park,0.0,46.0,14.0,0.0,0.0,0.0,115,4,183.0,1994,76,5.4,6050,0,71368,0,5.4,6050,5.7,6.0,695,212,482,823,1049,993,579,400,325,492,3.1,7.0,5.6,1653.0,5.4,2642.0,5.1,400.0,4.9,2913.0,2.8,5.0,4.9,916.0,4.9,1586.0,4.9,305.0,6.4,1946.0,3.0,2.0,6.6,709.0,6.2,1020.0,5.9,90.0,5.3,179.0,5.1,1884.0,5.5,2163.0,47.0
Jonathan Pryce,alec bolton,a business affair,0.0,33.0,20.0,0.0,0.0,0.0,115,3,183.0,1994,102,5.5,400,0,7556,0,5.5,400,5.9,6.0,31,15,37,62,89,79,38,25,9,15,6.0,1.0,5.5,7.0,5.7,102.0,5.4,176.0,5.4,218.0,0,0,5.0,1.0,5.5,75.0,5.3,142.0,6.0,64.0,6.0,1.0,5.6,6.0,6.2,25.0,6.1,32.0,4.9,44.0,5.5,81.0,5.5,198.0,47.0
Jonathan Pryce,norman,the rachel papers,0.0,53.0,40.0,4.0,0.13095238095238093,0.7074404761904762,115,3,183.0,1989,95,6.1,1809,0,201468,56.0,6.1,1809,6.3,6.0,145,91,237,343,457,251,129,76,39,41,0,0,6.3,54.0,6.2,474.0,6.0,789.0,6.1,1076.0,0,0,6.0,30.0,6.2,351.0,6.0,673.0,6.2,247.0,0,0,6.9,23.0,6.3,118.0,5.9,100.0,5.4,109.0,6.2,597.0,6.0,661.0,42.0
Jonathan Pryce,mrfarris,consuming passions,0.0,0.0,0.0,0.0,0.0,0.0,115,1,183.0,1988,98,5.8,422,0,118206,0,5.8,422,6.3,6.0,71,18,37,40,93,71,50,21,11,10,5.5,2.0,6.0,11.0,5.9,113.0,5.8,213.0,5.7,289.0,6.0,1.0,6.3,8.0,5.9,97.0,5.5,179.0,6.4,50.0,5.0,1.0,6.0,3.0,5.5,13.0,7.2,31.0,5.2,65.0,6.3,143.0,5.6,185.0,41.0
Jonathan Pryce,charles,haunted honeymoon,0.0,53.0,18.0,1.0,0.0,0.0,115,4,183.0,1986,82,5.8,6602,13000000,8033397,0,5.8,6602,5.9,6.0,575,264,560,1003,1407,1261,752,368,203,209,6.7,3.0,6.0,263.0,5.9,2731.0,5.4,2114.0,5.6,4198.0,7.0,2.0,6.0,168.0,5.7,2122.0,5.3,1770.0,6.5,1040.0,6.0,1.0,6.1,93.0,6.7,582.0,6.1,317.0,5.1,277.0,5.8,2441.0,5.5,2235.0,39.0
Jonathan Pryce,sam lowry,brazil,0.0,90.0,98.0,10.0,0.1958928571428572,0.5429340277777778,115,1,183.0,1985,132,7.9,184457,15000000,9947816,84.0,7.9,184457,8.0,8.0,42845,38097,47315,27127,12722,6579,3286,2129,1494,2863,8.4,55.0,8.0,21948.0,7.9,82439.0,8.0,35562.0,7.9,125910.0,8.5,48.0,8.0,18586.0,7.8,72301.0,8.0,31099.0,7.9,16655.0,7.3,6.0,7.9,3065.0,7.9,9166.0,7.8,3892.0,7.3,685.0,8.0,38925.0,7.9,88450.0,38.0
Jonathan Pryce,robert fallon,the doctor and the devils,0.0,38.0,0.0,1.0,-1.0,1.0,115,2,183.0,1985,93,6.1,1028,0,147070,0,6.1,1028,6.3,6.0,67,33,122,243,264,155,64,36,25,19,0,0,6.2,37.0,6.2,333.0,6.1,458.0,6.1,704.0,0,0,6.0,29.0,6.2,275.0,6.0,386.0,6.3,125.0,0,0,6.4,8.0,6.2,52.0,6.5,63.0,5.7,110.0,6.2,343.0,6.1,433.0,38.0
Jonathan Pryce,mr dark,something wicked this way comes,0.0,64.0,60.0,5.0,-0.017976190476190482,0.6017738095238095,115,2,183.0,1983,95,6.8,8165,19000000,8400000,0,6.8,8165,7.0,7.0,848,650,1498,2230,1550,752,308,155,79,95,6.0,2.0,6.5,441.0,6.6,2802.0,6.9,3054.0,6.7,5096.0,6.0,1.0,6.6,301.0,6.6,2227.0,6.8,2445.0,7.0,1297.0,6.0,1.0,6.4,137.0,6.9,546.0,7.4,570.0,6.3,262.0,7.0,3709.0,6.4,2144.0,36.0
Jonathan Pryce,james penfield,the ploughmans lunch,0.0,0.0,0.0,0.0,0.0,0.0,115,1,183.0,1983,107,6.6,324,0,0,0,6.6,324,6.7,7.0,24,32,47,93,58,34,14,12,4,6,0,0,6.3,11.0,6.5,50.0,6.5,175.0,6.5,204.0,0,0,6.1,6.0,6.7,41.0,6.4,153.0,5.9,30.0,0,0,6.2,4.0,4.7,6.0,6.3,20.0,6.3,44.0,6.8,67.0,6.2,157.0,36.0
Alan Arkin,henry cimoli,spenser confidential,0.0,53.0,37.0,19.0,-0.06444444444444443,0.5632561728395061,4,3,177.0,2020,111,6.2,61330,0,0,49.0,6.2,61330,6.4,6.0,2624,2022,6899,17126,18537,8135,3062,1330,689,906,5.5,103.0,6.2,9925.0,6.1,21713.0,6.4,7699.0,6.2,37267.0,5.8,72.0,6.1,8039.0,6.1,18813.0,6.3,6528.0,6.4,5323.0,2.8,10.0,6.3,1375.0,6.3,2349.0,6.8,958.0,5.7,239.0,6.3,7154.0,6.1,23937.0,86.0
Alan Arkin,albert garner,going in style,0.0,57.0,47.0,32.0,0.14972999222999225,0.53887845289631,4,2,177.0,2017,96,6.6,74811,25000000,84918541,50.0,6.6,74811,6.8,7.0,3633,3347,11170,27105,19709,6472,1918,739,298,420,6.9,80.0,6.7,15798.0,6.5,27283.0,6.6,8682.0,6.6,45884.0,6.6,61.0,6.7,12338.0,6.5,22498.0,6.6,7125.0,6.9,9964.0,7.8,12.0,7.0,3133.0,6.8,4416.0,7.0,1406.0,6.2,344.0,6.6,6902.0,6.6,34496.0,83.0
Alan Arkin,ray poitevint,million dollar arm,0.0,68.0,65.0,41.0,0.09321080008580007,0.5615603378103378,4,3,177.0,2014,124,7.0,42861,25000000,38483455,56.0,7.0,42861,7.2,7.0,2954,3557,10211,15329,7290,2194,631,222,143,330,6.5,12.0,7.2,9229.0,7.0,18790.0,6.9,5151.0,7.0,29965.0,6.7,10.0,7.2,7678.0,7.0,16051.0,6.9,4255.0,7.2,5224.0,6.0,2.0,7.3,1438.0,7.1,2501.0,7.3,815.0,6.2,290.0,6.9,6732.0,7.0,19206.0,80.0
Alan Arkin,louis lightning conlon,grudge match,0.0,46.0,31.0,33.0,0.01612654320987654,0.5833812260536398,4,4,177.0,2013,113,6.4,56932,40000000,44907260,35.0,6.4,56932,6.5,7.0,3213,2125,7198,17131,15705,6527,2603,1134,542,754,6.4,15.0,6.5,10206.0,6.4,27287.0,6.3,6954.0,6.4,42986.0,6.3,13.0,6.5,9192.0,6.4,24841.0,6.3,6126.0,6.6,4059.0,7.0,1.0,6.7,886.0,6.5,2123.0,6.5,703.0,5.8,392.0,6.2,7697.0,6.4,28306.0,79.0
Alan Arkin,hirsch,stand up guys,0.0,46.0,36.0,35.0,0.1649503968253968,0.5383309990662932,4,3,177.0,2012,95,6.5,52492,15000000,5072654,41.0,6.5,52492,6.7,7.0,3372,2720,8038,15837,12474,5473,2331,1038,519,690,6.3,11.0,6.7,8557.0,6.4,27011.0,6.4,8275.0,6.5,40748.0,6.1,5.0,6.7,7631.0,6.5,24118.0,6.4,7130.0,6.4,4664.0,6.5,6.0,6.8,830.0,6.2,2533.0,6.5,1015.0,6.0,363.0,6.4,7554.0,6.5,28668.0,78.0
Alan Arkin,lester siegel,argo,0.0,90.0,96.0,63.0,0.20731169165196944,0.5443999726327312,4,4,177.0,2012,120,7.7,563198,44500000,232325503,86.0,7.7,563198,7.7,8.0,47632,98149,199106,138868,45028,15036,5887,3391,2428,7673,7.6,167.0,7.8,126117.0,7.7,238551.0,7.7,55425.0,7.7,373107.0,7.7,126.0,7.8,103002.0,7.6,197159.0,7.6,44826.0,7.8,75083.0,7.4,26.0,7.8,21257.0,7.8,37810.0,7.9,9527.0,7.3,766.0,7.9,77842.0,7.6,253840.0,78.0
Alan Arkin,gorvy hauer,thin ice,0.0,51.0,68.0,21.0,0.029669225146198814,0.6038020833333333,4,3,177.0,2011,93,6.2,4597,0,790421,60.0,6.2,4597,6.2,6.0,186,148,502,1214,1450,553,234,106,66,138,0,0,6.2,305.0,6.2,2182.0,6.2,1500.0,6.2,3554.0,0,0,6.2,245.0,6.2,1930.0,6.3,1281.0,6.1,510.0,0,0,6.1,54.0,6.1,233.0,6.2,192.0,5.5,120.0,6.3,1102.0,6.2,2494.0,77.0
Alan Arkin,herb lee,the private lives of pippa lee,0.0,50.0,69.0,25.0,0.14794293870380826,0.6147952741702742,4,2,177.0,2009,98,6.4,12854,0,2860973,49.0,6.4,12854,6.6,7.0,959,676,1882,3339,3064,1544,620,315,191,264,6.3,3.0,6.4,1417.0,6.4,6712.0,6.4,2890.0,6.2,6297.0,6.0,1.0,6.1,474.0,6.2,3647.0,6.3,2026.0,6.6,4865.0,6.5,2.0,6.6,926.0,6.6,2975.0,6.7,822.0,5.5,231.0,6.4,2030.0,6.4,7934.0,75.0
Alan Arkin,chief,get smart,0.0,67.0,50.0,49.0,0.15847598433312718,0.5637671972609861,4,3,177.0,2008,110,6.5,200748,80000000,230685453,54.0,6.5,200748,6.6,7.0,11953,10822,30289,59399,49052,22250,8598,3967,2088,2330,6.3,66.0,6.6,45711.0,6.4,96696.0,6.3,19969.0,6.5,139203.0,6.4,51.0,6.6,35322.0,6.4,81676.0,6.3,17038.0,6.4,27818.0,5.7,12.0,6.5,9753.0,6.3,14192.0,6.4,2668.0,6.1,634.0,6.5,43315.0,6.4,98571.0,74.0
Alan Arkin,joe,sunshine cleaning,0.0,63.0,74.0,50.0,0.189322863897332,0.5143519925700777,4,3,177.0,2008,91,6.8,68914,8000000,16580250,61.0,6.8,68914,6.9,7.0,2892,3934,13946,25893,14587,4750,1555,590,335,432,6.8,6.0,6.8,9665.0,6.8,37878.0,6.9,10885.0,6.8,39342.0,6.7,5.0,6.8,4761.0,6.8,25375.0,6.9,8217.0,6.9,20000.0,7.0,1.0,6.9,4792.0,6.9,12077.0,7.0,2506.0,6.4,398.0,6.9,18150.0,6.8,34098.0,74.0
